,artist name,track name,track id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
293,Workout Music Tv,For Thousand Years - Workout Remix 128 Bpm,6kTxJYwwnHKIzh0XUfrkrZ,8,0.655,0.883,8,-3.769,1,0.0387,0.000704,0.611,0.0933,0.941,127.993,255000,4
294,SOUTH BLUE,少年,5m0f8vdqvEElUgJRXnOxqy,57,0.59,0.695,7,-6.232,1,0.0412,0.768,0.0,0.121,0.849,184.025,183531,4
295,David Guetta,Memories,4ZA6VGULXerqImIN24b3kM,2,0.561,0.87,8,-6.103,1,0.343,0.0015,2.82e-06,0.246,0.498,129.98,210093,4
296,YENA,SMILEY(Feat. BIBI),4zCIxSnVWpGNghERX4uWZF,69,0.652,0.91,9,-3.444,1,0.134,0.0963,1.25e-05,0.093,0.82,155.967,173413,4
297,Coldplay,A Sky Full of Stars,0sIsNbmHzQMcbY1j4RKyOH,7,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,4
298,NCT DREAM,Beatbox,0CatzXH85XWyBqqdB6qPMB,79,0.857,0.7,4,-4.189,0,0.074,0.0411,0.0,0.0334,0.773,93.997,205133,4
299,Coldplay,Viva La Vida,4KN3Bqzof7RlqDFwct29DV,5,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,4
300,Hikaru Utada,BADモード,3TxjMrMGWFP0jkIy0tVvVn,60,0.525,0.666,5,-8.399,1,0.0551,0.524,0.000137,0.0948,0.466,117.282,303219,4
301,Maroon 5,Beautiful Mistakes,3d5QjgPQx2qZz9loKGg4DP,2,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,227395,4
302,WANIMA,あの日、あの場所,3Ho1uIw14SAp4carjIkwd7,57,0.469,0.869,0,-2.728,1,0.0374,0.0363,1.19e-06,0.315,0.442,164.903,260889,4
303,The Harvard Krokodiloes,They Can't Take That Away from Me,6tfAzsD05DTKGo4MQCgNcT,5,0.499,0.373,4,-7.811,1,0.0363,0.844,0.0,0.135,0.425,119.778,205518,4
304,ao,リップル,3ovSCyUHXi2QUlwgyOC3zx,57,0.634,0.796,0,-6.702,1,0.114,0.482,0.0,0.341,0.534,165.024,164909,4
305,LoFi Force,Bosyok,00WoK1nnFnb21EogrqI8CU,0,0.65,0.765,0,-10.113,1,0.0932,0.00121,0.923,0.105,0.0819,202.015,114500,4
306,ヨルシカ,ブレーメン,007tbArpeenE3cbJU5I3PL,58,0.789,0.648,6,-6.716,0,0.0409,0.114,2.15e-06,0.117,0.719,95.009,274958,4
307,LoFi Force,Wake Up,1mCpiuH6Ctu1CUCbhMSJu6,0,0.292,0.0423,6,-24.656,0,0.0358,0.951,0.935,0.119,0.119,97.557,146714,1
308,Masaki Suda,虹,7eqjbcOZTgZbV0lX2ghtfV,58,0.543,0.622,5,-4.735,1,0.03,0.0643,0.0,0.17,0.327,143.931,257400,4
309,KOHEI YOSHII,Living in the Snow Globe,37MnDxz3yV7hPvNuUV02e4,0,0.61,0.316,5,-10.285,1,0.168,0.735,0.909,0.122,0.135,69.897,180813,4
310,WurtS,Talking Box (Dirty Pop Remix),5mqucSnaCVI1kW6ewrXYE2,57,0.787,0.664,1,-6.487,1,0.0642,0.109,8.55e-05,0.0728,0.597,140.028,128979,4
311,LoFi Force,Triple Moon 2,4ut5M4RHuSXP9UeHdumE6I,0,0.591,0.678,0,-12.42,0,0.0538,0.774,0.915,0.743,0.807,174.043,200885,4
312,The Weeknd,Take My Breath,59nWuSpwf7Ok7pJQjn16DJ,23,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02,339023,4
313,CRYDITS,Ocean View,1Umxdq6ch9yfeUukFWYmVe,0,0.246,0.306,4,-13.656,1,0.0286,0.86,0.911,0.128,0.284,82.078,143415,4
314,The Weeknd,I Was Never There,7dnKHN8wAnBhdcI6BVGyET,14,0.323,0.737,10,-4.008,1,0.0335,0.14,0.000162,0.163,0.156,112.923,241067,4
315,LoFi Force,Rest,3FzH2aBqscakWKoggeFZPR,1,0.858,0.0409,10,-22.241,1,0.135,0.541,0.858,0.11,0.699,111.998,73125,4
316,Hiroyuki Kondo,Snowman,32otsYaZRQj3e9Vw3rdb4d,0,0.591,0.278,4,-14.608,1,0.118,0.96,0.969,0.0903,0.667,79.981,85500,4
317,HiVACHi,Scrawny,1kGbtlEPGc8tKdXylOw2wA,0,0.629,0.411,5,-9.467,1,0.0312,0.539,0.89,0.145,0.0658,115.92,184397,4
318,The Weeknd,Sacrifice,7Kny31HZBIk3OmHehIMcqY,4,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,188918,4
319,LoFi Force,Lame Excuse,0M9gsTvoJ1uoTq7le0eACl,0,0.661,0.234,0,-21.924,0,0.093,0.838,0.945,0.0765,0.65,78.042,152000,4
320,per sonare,Broken Record,08oTydFuGDjLpeWcmjg7wa,0,0.428,0.567,7,-11.098,1,0.0497,0.885,0.757,0.351,0.344,170.098,139627,4
321,The Weeknd,Blinding Lights,6Q2MeZztMpU5QqqayveKp3,3,0.512,0.796,1,-4.075,1,0.0645,0.00147,0.000209,0.0938,0.344,171.014,201573,4
322,yu.suke,One Step,51TnNoCETKCAi6fqjU00zW,0,0.417,0.606,11,-9.925,0,0.384,0.347,0.856,0.116,0.311,80.767,127059,4
323,Alice.,Green Tea in Mug,2CFBbcfFj1syNhcswqCinp,0,0.831,0.159,7,-21.129,1,0.0419,0.758,0.917,0.264,0.485,95.009,106743,4
324,The Weeknd,Acquainted,3eomAXxjjEizbjhQLUo2MS,5,0.386,0.486,7,-9.845,0,0.051,0.437,0.0,0.0889,0.237,105.79,348883,4
325,IWAI Noriko,Fly to the Sky,6MEAy6FrY6kbXv065cVhTL,0,0.629,0.709,5,-14.052,0,0.0399,0.67,0.252,0.177,0.938,173.948,140776,4
326,The Weeknd,I Feel It Coming,3HirJJ905Iqi7J0wJ1jPDM,4,0.773,0.82,0,-5.897,0,0.115,0.394,0.0,0.0739,0.555,92.996,269187,4
327,LoFi Force,Summer(fall),7BKtyM4jK3XoojxA92Rfr5,0,0.346,0.682,11,-10.574,0,0.0389,0.544,0.879,0.508,0.452,140.545,258857,4
328,The Weeknd,Save Your Tears,7C23UK0ZR24iaD1jAv55H5,6,0.685,0.816,0,-5.496,1,0.0308,0.0216,2.05e-05,0.439,0.619,118.065,215627,4
329,LoFi Force,Star Vuckz,5TOlMk72WEYiKPMYJ8490i,0,0.784,0.315,7,-10.211,1,0.0464,0.581,0.641,0.105,0.115,90.012,205347,4
330,The Weeknd,Take My Breath - Single Version,4mIbc7n9CtQwkrRydq4hp2,5,0.747,0.739,8,-6.008,1,0.0487,0.0106,2.22e-05,0.101,0.523,120.996,220196,4
331,rainy day comfort,Open Air (Hibiya),4Amh5fWN7bpRenM6YNZqyX,0,0.791,0.323,0,-13.174,1,0.0533,0.499,0.674,0.548,0.663,82.978,151807,4
332,LoFi Force,Not a Drama,2ArqdWWzHAiBjMp6ki8LOP,0,0.653,0.426,2,-13.377,1,0.0343,0.603,0.798,0.762,0.31,156.02,135625,4
333,The Weeknd,The Hills,2RYA2JE9OsNgpyrYEAAuUn,3,0.565,0.551,0,-7.007,0,0.0687,0.0845,0.0,0.139,0.125,112.98,242280,4
334,Like This Parade,Start That Motion,0ZvQumlHws7gNZ8iegbenm,0,0.71,0.146,2,-14.964,1,0.1,0.187,0.906,0.0835,0.706,160.049,84750,4
335,LoFi Force,Nectar,3wlti87WsFNcmrWmoU2QDl,1,0.807,0.257,3,-16.601,0,0.0486,0.814,0.92,0.109,0.28,84.993,158118,4
336,LoFi Force,To the Flight,0DRDWJhiYOMauozDam812L,0,0.713,0.333,0,-7.478,1,0.0501,0.875,0.488,0.12,0.601,80.052,143413,4
337,The Weeknd,Call Out My Name,70CNDdq3YuE0GBzEUPsSEf,0,0.468,0.608,1,-4.938,1,0.0363,0.191,0.0,0.304,0.146,134.096,228373,3
338,taqumi,Sunny Rain,3dHEt8njYE3DJb7n55Vesd,0,0.49,0.329,6,-15.934,1,0.102,0.901,0.847,0.644,0.0668,80.012,180141,4
339,LoFi Force,Goodnight Spica,40KzfEmadVGk5UVoyU9FP9,0,0.74,0.309,2,-12.79,1,0.0899,0.463,0.0564,0.166,0.467,82.013,97116,4
340,Daichi Miura,燦燦,6mZ7dxpueWQiASJpUKnAk0,57,0.419,0.305,2,-7.353,1,0.0303,0.651,0.0,0.0854,0.393,80.398,264333,4
341,LoFi Force,Trigger-X,7EZI2YTxTOI2IDc4mrxxSY,0,0.8,0.87,0,-2.243,1,0.124,0.414,0.834,0.0465,0.361,149.302,153143,4
342,Tele,花瓶,3S5obhtZyw30dJ2lfCualn,57,0.655,0.742,4,-4.479,1,0.032,0.336,0.0,0.195,0.712,90.002,207102,4
343,LoFi Force,Vapor,1SMOJWqpezsKr853Q8ydbP,0,0.558,0.477,0,-13.201,0,0.0789,0.546,0.931,0.122,0.463,97.95,141097,4
344,Charlie Puth,Light Switch,1BSMpVGWs3v5BZKnAQziAc,86,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,185681,4
345,Chill Work Music,Calming Lofi Music To Study To,3zxhdXTqGsmdq3xrRyCTP1,10,0.611,0.398,5,-10.025,0,0.0264,0.812,0.947,0.135,0.586,128.136,120000,4
346,Ado,ギラギラ,2mSRPQsUDIXJFfo3CpKJBA,61,0.657,0.862,7,-4.163,1,0.0543,0.0492,0.0,0.0898,0.724,95.994,276080,4
347,Chill Work Music,HipHop Lofi For Work,19x7ntn4azINjmEIQhtNed,9,0.718,0.584,8,-9.866,1,0.0293,0.0498,0.89,0.14,0.587,127.94,116250,4
348,Kyanai,紫陽花,14Xze5yJMrYttTSSm14L5F,57,0.636,0.841,6,-7.224,0,0.0302,0.102,0.0,0.0278,0.885,101.996,174677,4
349,Coldplay,My Universe - David Guetta Remix,4VVh7xorogYHk5FK7W6mmQ,11,0.436,0.948,1,-5.515,0,0.0558,0.0974,0.00375,0.14,0.696,122.609,199136,4
350,TREASURE,JIKJIN - KR ver.-,33vvHZp8OV6uDHImLtcwy1,57,0.819,0.553,11,-6.682,0,0.0443,0.034,0.0,0.0868,0.57,130.06,184118,4
351,Shreya Ghoshal,"Chaka Chak (From ""Atrangi Re"")",13kskvRgVM2gnyR0w4LY06,5,0.779,0.748,10,-6.811,0,0.205,0.0614,1.02e-05,0.124,0.852,163.939,271281,4
352,The Chainsmokers,I Love U,3MJE5DoCeAWP7cDbW9Hgm5,75,0.651,0.719,8,-5.804,1,0.0318,0.143,3.62e-05,0.0948,0.81,103.981,185523,4
353,Neha Kakkar,"Yaad Piya Ki Aane Lagi (From ""Yaad Piya Ki Aane Lagi"")",6NDdRzsm3XvN4r9cb4Ls5J,7,0.858,0.833,5,-3.747,0,0.0471,0.375,0.0,0.112,0.693,107.975,256678,4
354,Camila Cabello,Bam Bam (feat. Ed Sheeran),0QBzMgT7NIeoCYy3sJCof1,91,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,206071,4
355,Udit Narayan,"Tip Tip (From ""Sooryavanshi"")",5ger1JsH6qBCrN2VZfWdE9,6,0.709,0.929,5,-1.583,0,0.061,0.0431,0.00648,0.125,0.477,103.01,250288,4
356,Akihito Okano,MELODY (prod.by BREIMEN),5ExfTiWAHvxG03Kq9zrjBn,57,0.554,0.768,11,-6.533,1,0.0614,0.0243,8.5e-05,0.0703,0.67,95.004,245974,4
357,Jubin Nautiyal,"Khushi Jab Bhi Teri (From ""Khushi Jab Bhi Teri"")",7HYHbvwCOvKyiFlEBjxnK3,7,0.683,0.655,8,-5.782,0,0.0515,0.198,0.0,0.0772,0.806,102.043,240303,4
358,Tani Yuuki,夢喰,09eGoLGb5TkQhprZWHOakY,57,0.575,0.884,2,-4.586,1,0.0644,0.00187,0.0,0.259,0.539,91.97,185600,4
359,Sachet Tandon,"Barbaadiyan (From ""Shiddat"")",2uOOt6nklEAokeEgPCs5BQ,5,0.758,0.57,6,-8.645,0,0.0462,0.00374,2.47e-06,0.184,0.567,126.966,230185,4
360,Jessi,ZOOM,4IaxDf2FixiQXq0mW7key9,83,0.874,0.6,6,-6.064,1,0.158,0.00942,0.0,0.126,0.457,100.012,174840,4
361,Zahrah S Khan,"Tenu Lehenga (From ""Satyameva Jayate 2"")",1zmYFqj23CBncKfelwJ25p,7,0.828,0.938,8,-0.771,1,0.206,0.013,0.000123,0.118,0.509,99.947,247049,4
362,RYKEYDADDYDIRTY,ALL GODS BLESS ME,0PnBLxgh7iZE3uWKhpCfEn,57,0.725,0.738,1,-4.858,1,0.343,0.157,0.0,0.0741,0.691,86.973,197241,4
363,Vishal Mishra,"Naacho Naacho (From ""Rrr"")",2UFjvjesMNH4BQEDitBN2D,5,0.438,0.986,10,-3.384,0,0.14,0.35,0.000343,0.0773,0.736,159.894,214208,4
364,Higuchi Ai,悪魔の子,2TVFbLCdzrX0RdhWNWJmdp,57,0.561,0.686,6,-6.273,0,0.0473,0.267,0.0,0.137,0.22,89.97,227680,4
365,Chinese Yang Qin Relaxation Man,Wishing,0qMsZQSY7n3ov9MZNEsSDe,6,0.466,0.319,7,-19.767,1,0.0278,0.864,0.962,0.0931,0.163,159.877,212851,4
366,Beyoncé,BREAK MY SOUL,2KukL7UlQ8TdvpaA7bY3ZJ,91,0.687,0.887,1,-5.04,0,0.0826,0.0575,2.21e-06,0.27,0.853,114.941,278282,4
367,Badshah,"Slow Slow (From ""Slow Slow"")",2476G80jSDBPv2hXi6ihal,7,0.772,0.69,7,-5.182,1,0.0969,0.119,3.18e-05,0.0432,0.416,103.098,220230,4
368,Fujii Kaze,やば。,1FDCEz8kY256zhDO2GjWuW,57,0.657,0.698,11,-7.699,1,0.0679,0.179,0.000119,0.246,0.571,126.106,251880,4
369,MYP22,Year2022,7kg7SmWjlESF8Yn1Vj3vLu,0,0.637,0.481,0,-11.094,0,0.0734,0.0728,0.0,0.0903,0.249,100.082,129875,4
370,Ado,永遠のあくる日,5WaSJKCZhmRZ8Pxn1oTjA5,60,0.556,0.387,9,-5.883,1,0.0287,0.49,0.0,0.155,0.259,145.013,246333,3
371,Fabio Bevere,YEAR 2022,7niIWQiDqvFvyNtRJBgjIg,0,0.809,0.548,7,-10.46,1,0.113,0.564,0.844,0.0964,0.104,120.003,308000,4
372,にしな,青藍遊泳,2jIfery4lw2abLEQ3QBBIO,57,0.515,0.395,2,-8.171,1,0.0256,0.537,0.000245,0.111,0.223,139.823,228013,4
373,14Kworldd,Year 2022,6Bgu57VdblgnBL1mfipOeb,0,0.651,0.628,8,-8.477,0,0.182,0.0281,0.0,0.104,0.391,149.835,188918,4
374,Fujii Kaze,燃えよ,3nPRJP6hLZx32covZfpB6p,57,0.616,0.875,0,-6.106,1,0.0442,0.00144,2.82e-05,0.365,0.832,137.934,277427,4
375,Dezraud,2022 Year,4SQnKUsUz8pNWLuc6r6eJw,0,0.772,0.264,7,-18.456,1,0.0659,0.776,0.912,0.0985,0.259,139.995,154290,4
376,sakanaction,月の椀,5GVb3tUNjK3xirJfVi8p6v,56,0.773,0.604,2,-5.369,0,0.057,0.068,9.26e-06,0.4,0.869,132.021,250000,4
377,Staylon,New Year 2022,3MyVTR0UPNcxoVU8tzUwPL,0,0.559,0.298,1,-13.735,0,0.0282,0.716,0.942,0.0586,0.187,160.037,165538,4
378,Stray Kids,CIRCUS,2uw2ftfyS4yJLWiTtbxasE,76,0.767,0.809,5,-3.734,0,0.0958,0.0337,0.0,0.0353,0.69,97.958,194440,4
379,The Gentle Rudra,2022 Change Year,0AAL7WTV00TyUNEvJ8KnDW,0,0.587,0.627,9,-6.892,0,0.0288,0.977,0.971,0.41,0.826,122.19,26958,4
380,Megan Thee Stallion,Sweetest Pie,7mFj0LlWtEJaEigguaWqYh,87,0.814,0.628,7,-7.178,1,0.221,0.167,0.0,0.101,0.677,123.977,201334,4
381,TakaseToya,どうして,7qPkJMGh2f9HdE3paVoRb4,56,0.619,0.704,11,-6.261,1,0.0539,0.331,0.0,0.0564,0.39,149.877,181085,4
382,Dj Drew,new year 2022,5GUoP494K5evBGsuPovuOt,0,0.745,0.938,9,-3.129,0,0.0524,1.67e-05,0.164,0.0518,0.461,131.978,248273,4
383,Fujii Kaze,旅路,7uSLJCDetmdm3tQcoYLyty,57,0.564,0.564,9,-6.752,1,0.0792,0.126,3.01e-06,0.0787,0.714,172.025,277027,4
384,UNDERRATED AJ,MY YEAR(2022),5eZJJtiRRbQRM3lwb4mgIX,0,0.815,0.458,10,-11.589,0,0.348,0.845,0.0,0.15,0.519,147.982,117793,4
385,Hikaru Utada,君に夢中,0oxWaHk4e669g5VHbQCflA,58,0.504,0.553,1,-9.163,1,0.0943,0.599,4.56e-06,0.106,0.435,171.914,257953,4
386,Rinku Meena Nangal,New Year 2022,5LSO7QvpObO2XN0ZANZKdl,0,0.615,0.985,6,-3.087,0,0.0786,0.0675,0.000642,0.47,0.752,145.659,672419,4
387,DUSTCELL,足りない,2FPGL1mHYG1vmNSR8up277,57,0.666,0.839,6,-5.276,0,0.0354,0.344,1.64e-06,0.352,0.802,104.995,180286,4
388,Rays Aero,2022 New Year,23nzl9acUaj1ukKvThojnG,0,0.695,0.517,0,-7.905,1,0.327,0.174,0.947,0.349,0.536,130.179,89478,4
389,Gen Hoshino,喜劇 (feat. DJ Jazzy Jeff & Kaidi Tatham),4x4Nx7y7f4dZ2Bp3veS1kA,50,0.663,0.519,1,-7.01,0,0.0621,0.0848,0.0,0.363,0.635,87.841,234333,4
390,Winter Jazz Cafe Lounge,new year 2022,4J6Soyhph3YwSwC2W1IyZ3,0,0.687,0.031,0,-31.145,1,0.046,0.996,0.955,0.0788,0.548,80.62,98802,4
391,QUEENDOM,チキチキバンバン,7xm0KJMfeaJQmQdDxAipiY,63,0.623,0.987,4,-2.03,0,0.128,0.0469,0.0,0.317,0.502,128.047,202500,4
392,sexxxtazy,New Year 2022,0eb8yrNuuFKxELCdkaos0b,0,0.704,0.639,7,-5.177,0,0.046,0.667,3.86e-06,0.113,0.368,159.915,114023,4
393,Yuuri,夏音,3yPVvphH8RtPt41FyX7vPV,57,0.47,0.572,11,-4.93,1,0.0329,0.178,0.0,0.221,0.656,170.066,239200,4
394,BodySheikh,New Year 2022,0H9qqi1F4zEf1rBihJYAq7,0,0.895,0.697,5,-7.286,1,0.742,0.148,0.0,0.371,0.441,130.023,107193,4
395,Awich,GILA GILA,7AsWduh1mkB8uKOox5NH0X,56,0.854,0.783,11,-5.963,1,0.23,0.0293,0.0,0.322,0.431,132.026,253333,4
396,Alice Dude,2022 New Year,2VmjxrV3VTX3RqRI1d1OUo,0,0.702,0.58,1,-11.873,1,0.0471,0.00222,0.925,0.11,0.334,145.0,114500,4
397,BE:FIRST,Brave Generation,319hYPTY4Gaa38ZP7Vp0J3,56,0.527,0.896,11,-5.521,1,0.0976,0.0158,0.0,0.272,0.782,166.154,165427,4
398,Jafta M.A.R,The Year 2022,1dEAwbF4o7BRcWeESNRUeC,0,0.812,0.259,8,-15.556,1,0.0884,0.00169,0.858,0.173,0.657,118.979,370390,4
399,WurtS,ふたり計画,316xoUi91q0TZQjFoZbSPX,56,0.399,0.943,11,-3.669,1,0.138,0.00076,0.000345,0.0667,0.439,159.917,152032,4
400,Papo flow,New Year 2022,2J17jThqao1YSd5d2saEC2,0,0.797,0.649,6,-3.974,0,0.181,0.336,0.000151,0.513,0.736,178.981,144063,4
401,LE SSERAFIM,Blue Flame,37YoRLUu1qId0ewavgvnkG,74,0.781,0.725,4,-3.571,0,0.0452,0.0281,0.0,0.0761,0.765,112.045,201895,4
402,ONE ABE,New Year 2022,6lsdvTKIwk4o14seDDL6CH,0,0.0955,0.238,9,-18.721,0,0.0376,0.0716,0.885,0.0868,0.0372,63.905,261818,4
403,Ed Sheeran,Shivers,2ahXBDYr92nWW9gKU4JtAo,0,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
404,EgorGreg,NEW YEAR 2022,2VAQWz6SSt1PiaH0ijECJz,0,0.568,0.314,8,-13.996,1,0.0391,0.443,0.872,0.121,0.0818,180.103,195027,4
405,Ed Sheeran,Bad Habits,0gVoV5ickVNm2cX6p0pvzx,2,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,4
406,Новогодняя музыка и Новогодние песни,New Year 2022,5UkxnMPTEhWjiFqGKW5Pwc,0,0.866,0.829,2,-8.478,1,0.116,0.685,0.907,0.111,0.095,137.003,79494,4
407,Ed Sheeran,Bad Habits - Joel Corry Remix,2GNt3zVCJh4UnPnSWHAGdq,1,0.768,0.935,11,-4.902,0,0.0598,0.0488,0.00117,0.339,0.8,125.971,189577,4
408,santana6god,My Year 2022,11zbEbqr9VcR1Vay8wSZLZ,0,0.75,0.293,1,-14.463,1,0.257,0.0217,0.0,0.354,0.0731,127.037,91649,4
409,Magnivious,New Year(2022),6c1LHJ5N6cxHtRf5JmWmg0,0,0.445,0.461,4,-11.803,0,0.0311,0.0256,0.422,0.124,0.146,83.0,161928,4
410,Ed Sheeran,Visiting Hours,5BQxVzytXtcNznGdJzGIQi,1,0.471,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609,215507,4
411,MAXSIM,New Year 2022,6psZjptH7wLjpkKrUuO8D3,0,0.873,0.458,0,-14.176,1,0.105,0.0548,0.71,0.085,0.381,110.017,120562,4
412,Blu Music,New year 2022,7pwWIKxx6kcTJfaCR4ksjC,0,0.786,0.409,9,-10.947,0,0.103,0.0985,0.776,0.0938,0.16,94.997,154213,4
413,новогодняя музыка,new year 2022,5YSruNRsIZIseVGBmKcvlD,0,0.687,0.031,0,-31.145,1,0.046,0.996,0.955,0.0788,0.548,80.62,98802,4
414,EL Medyko,New Year 2022,35gEdDLav54uxoTOwHCq6t,0,0.828,0.867,9,-6.158,0,0.165,0.568,0.0,0.159,0.704,99.985,194456,4
415,Ifthikar ismail,New year 2022,1YTAkFzXvaGfBcSRztegPj,0,0.815,0.485,1,-12.918,1,0.202,0.00871,0.0,0.0797,0.426,96.047,152895,4
416,Ed Sheeran,2step,3C5WBuAyi6AC3dD6BurgpP,0,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,163450,4
417,Oasis of Fit,2022 New Year,5tavNnbEGhIG9QtKKKk6uV,0,0.682,0.467,11,-12.107,0,0.0953,0.000374,0.836,0.281,0.348,137.024,137500,4
418,Ed Sheeran,Sunburn - Remix,3I8xsi5RtE97qRKSUaQWgr,0,0.533,0.17,7,-11.342,1,0.067,0.843,5.03e-06,0.113,0.331,116.906,266053,5
419,ヤルキストみるきー,Happy New Year 2022,2ciKNs7S1WNwHOnTrG52Os,0,0.686,0.817,0,-6.208,1,0.0557,0.337,0.0,0.0795,0.805,114.936,205043,4
420,Ujwal Star,Happy New Year 2022,35g1Gu7v5Do3BsaF371Qwg,0,0.858,0.957,0,-3.921,1,0.105,0.271,0.000101,0.187,0.971,129.959,184553,4
421,Emility,Happy New Year 2022,1RLj2ye9XSfxxgGfccVIHt,0,0.586,0.235,11,-20.59,0,0.378,0.794,0.774,0.24,0.404,138.003,331371,5
422,DJ aL Sasaja,New Years Style 2022,03xVNiztPmpWWQTrgDzjHR,0,0.902,0.834,7,-3.382,0,0.0434,0.0543,0.0241,0.0822,0.323,132.989,254446,4
423,Pintu Bhanoli,HAPPY NEW YEAR (2022),5O1nPIPKVG4PrfumePU86i,0,0.648,0.968,0,-3.53,1,0.0427,0.327,0.0301,0.412,0.881,127.593,656170,4
424,Atul Singh Anmol,Happy New Year 2022,5Ai3N1WrNnJx3cTNINLP0D,0,0.616,0.948,10,-4.583,0,0.176,0.229,0.0,0.387,0.786,149.832,314033,4
425,Abraham Sote,Happy New year 2022,6N2UWsEpjZen0YNoy2DSGH,0,0.645,0.501,9,-16.631,0,0.0442,0.0676,0.891,0.124,0.232,140.081,221936,4
426,Ed Sheeran,Thinking Out Loud,6CfWiCKBxbvL6bNnWQl8bV,1,0.781,0.445,2,-6.061,1,0.0296,0.474,0.0,0.184,0.591,78.997,281560,4
427,Hero Alom,Happy New Year 2022,1WzYhESGQOrYBKrAj6GVmT,0,0.832,0.817,5,-11.898,0,0.199,0.184,0.0,0.062,0.744,141.98,224094,4
428,Ed Sheeran,Perfect,6c36TwIZHkuQ8HPwSjFWVl,3,0.598,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,263400,3
429,R1Fmabes,New Year Cypher 2022,3Dqzp1wKSrw3r0uGq3Kw9f,0,0.681,0.671,5,-6.505,0,0.148,0.00345,0.0,0.128,0.229,176.029,256705,4
430,Shawn Mendes,When You're Gone,0U1W2LZVUX7qTm7dDpqxh6,85,0.603,0.691,5,-5.805,1,0.0372,0.0248,0.0,0.583,0.577,147.148,172267,4
431,Mayrobeatz,Happy New Year 2022,6ncNp9KDM852f2zr5ImDb9,0,0.783,0.178,0,-14.539,1,0.105,0.297,0.918,0.114,0.18,129.986,134673,4
432,Vaundy,二人話,2OtLY8mm6sHy3u85zzZg1c,56,0.398,0.782,4,-4.865,1,0.0448,0.000645,0.0,0.0223,0.362,165.082,204893,4
433,Shaithan khatana,Happy new year 2022,4P5kp6oZLXD9WKDepOTkfw,0,0.712,0.944,1,-2.285,0,0.127,0.282,0.00259,0.331,0.729,176.549,658965,4
434,Penthouse,流星群,4G1Kk1S5y5SKFFJ9Bwn35U,56,0.747,0.83,10,-5.059,0,0.0476,0.119,0.0,0.183,0.907,119.912,189746,4
435,Manish Lotan,Happy New Year 2022,1SZbxkcd55aNe8VADLtaL1,0,0.71,0.851,7,-5.564,1,0.146,0.479,6.3e-06,0.0741,0.571,136.452,695550,4
436,TENSONG,はじまりのおわり,0mSG3sEPChXW7NBzQ1UQfM,55,0.541,0.665,8,-5.493,1,0.0375,0.303,0.0,0.138,0.476,79.943,222000,4
437,DREAM DOG TWO,New Years Eve 2022,5BInc1KwcRJeDZILFPOY6x,0,0.542,0.237,11,-11.64,1,0.0723,0.756,0.0,0.105,0.397,99.611,409026,4
438,JO1,ALL HOURS,5NbQuY8xbxAu1x8OuS6MSp,56,0.544,0.924,1,-5.392,1,0.214,0.00296,0.0,0.511,0.533,158.016,195933,4
439,K6ixx,Happy new years 2022,01tEbE08Hjx96hAfIg8TCQ,1,0.619,0.714,1,-3.772,0,0.387,0.0175,0.0,0.255,0.351,134.022,155280,5
440,INI,CALL 119,76hZoWOnHV1vOednnrz6EP,56,0.769,0.973,2,-2.092,1,0.127,0.0474,0.0,0.0401,0.759,105.003,195467,4
441,mousseur,Happy New (2022) Year,1swow7Ttp74rNaPtZfRxe6,0,0.668,0.432,4,-12.116,1,0.035,0.836,0.61,0.105,0.324,170.027,148588,4
442,ぼっちぼろまる,おとせサンダー,0TBZ2NGb9es28EVrtJGhic,56,0.559,0.948,7,-3.614,0,0.139,0.00586,0.000319,0.194,0.794,176.989,244068,4
443,Chinese Yang Qin Relaxation Man,Chinese New Year 2022,2ttitnVnTlfh3xYDuFUK8Z,0,0.616,0.349,0,-11.729,1,0.0269,0.803,0.786,0.115,0.198,110.993,192014,4
444,"Keisuke Kuwata feat. Motoharu Sano, Masanori Sera, Char, Goro Noguchi",時代遅れのRock'n'Roll Band,5x1mEZL7jAmnDvPoALyBdO,55,0.558,0.814,2,-4.049,1,0.0299,0.341,0.0,0.385,0.501,129.997,255200,4
445,Tiny Frank,2022 a New Year,648OP442D4VLDyrvaXYuNp,0,0.713,0.712,4,-14.129,0,0.054,0.679,0.884,0.909,0.861,133.044,218360,4
