,artist name,track name,track id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
594,Dua Lipa,Fever,4XhUkbbq8gXTNvtqRhj2pH,4,0.868,0.693,6,-7.052,0,0.181,0.0597,0.00399,0.106,0.396,114.999,156911,4
595,Namita Agrawal,Nachi Jibare Aaji Happy New Year 2022,7sDBldNRoaBj7OVAfUevRM,0,0.713,0.914,10,-3.243,0,0.101,0.193,1.19e-06,0.289,0.732,150.029,180285,4
596,Son Sunghoon,A thousand years of love 2022 - Instrumental,2qmSJWU2jhYwTbY5hMe2Oa,0,0.597,0.396,2,-11.697,1,0.0261,0.469,0.932,0.111,0.184,75.02,275607,4
597,Tanner Suthard,2022... The Year To Choose - Radio Edit,0jGb3YDu7LtmWsgQMwtD7p,0,0.306,0.808,10,-2.76,0,0.0358,0.434,0.221,0.157,0.249,92.819,270635,4
598,Stray Kids,Your Eyes,25nbyqD4oqWU0RaXuAc74t,66,0.782,0.533,2,-6.178,1,0.0417,0.169,0.0,0.228,0.585,129.82,196387,4
599,Ivan Tanudjaja,Vision Sunday 2022: The Year Of Amen,7MdgJCwpr7x6VFecZHSe5I,0,0.695,0.288,8,-12.396,1,0.91,0.428,0.0,0.0669,0.349,84.055,3459032,4
600,Dua Lipa,IDGAF,2YxDbqCKeQF1Y0UL6UYvlx,2,0.847,0.59,7,-6.301,1,0.133,0.059,0.0,0.0822,0.595,97.014,238940,4
601,DJ Lion-45,Happy New Year 2022 X Loving U,3knFojMoQnWG5yXSKkX3Wz,0,0.808,0.927,1,-4.597,0,0.0523,0.000988,0.843,0.0458,0.648,119.993,319112,4
602,Dua Lipa,Be the One - Acoustic Version,58XtO7xfd8398oQiz16xdB,3,0.672,0.448,10,-7.97,1,0.0434,0.636,2.28e-05,0.111,0.335,172.95,192813,4
603,The Even Years,Charter - 2022,4i2y5JSiQfaUhnwZRY77L3,1,0.631,0.801,1,-5.598,1,0.0336,0.306,0.133,0.389,0.793,117.959,197323,4
604,Healing Vibes,Miracles Into Your Life New Year Meditation 2022,4RofFPQbFuawIbsL6ne8BT,0,0.145,0.0109,6,-39.424,1,0.0424,0.812,0.953,0.0775,0.0337,90.736,3585013,5
605,Maly Master Noise,Masters of Hardcore 2022 (25 Years Celebrate) - Remix,7DDrtakSas36h5qFSUHXlY,0,0.534,0.882,2,-8.415,1,0.103,0.0371,0.174,0.0759,0.258,101.022,246330,4
606,Dean Warren,Best Years of my Life - 2022 Remastered Version,2y4rP6PQ93fpXbfaOgAuoH,0,0.324,0.456,2,-9.667,1,0.0318,0.03,0.00289,0.214,0.164,111.867,307508,4
607,Dua Lipa,We're Good,0mma9ua0lmunwEQoSgUJVJ,5,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01,165507,4
608,David Epperson,Too Many Years (2022 Remaster) [Too Few Tears],2gI32ZcoWSf2LP6rtS5ysC,0,0.615,0.534,7,-7.966,0,0.0284,0.00867,0.645,0.147,0.0402,120.505,376982,4
609,Anthony Phillips,Seven Long Years - (1976 Instrumental Mix) [2022 Remaster],5vmvF4zNqr4l92LPKK9RBL,1,0.441,0.169,7,-14.952,1,0.035,0.986,0.905,0.1,0.147,112.615,181840,4
610,Dhanraj Saurya,Naya Saal Ki Badhe - Happy New Year 2022,6M10oSeDrAJfAwYaJsecQN,8,0.429,0.526,8,-7.83,1,0.0611,0.808,7.68e-06,0.0857,0.433,200.067,163872,4
611,He Told Me To,"Year Of Exhaustion - Live At Soundation Studio, 2022",6N2YmwsUBZ8H1uRqW4hvpv,0,0.684,0.719,7,-9.307,1,0.0329,0.073,3.19e-06,0.244,0.47,126.052,324769,4
612,The Even Years,Burnt Edges - 2022,5xbqKnGfY0RLDgzgD2kGVY,1,0.381,0.766,4,-5.261,0,0.0444,0.172,0.000106,0.108,0.325,199.643,156501,4
613,Marc Lowe,"Five Years - Live at Mori Park, April 23, 2022",6W70ntMylqPCVI7N2vcYHt,0,0.481,0.185,4,-15.311,0,0.0921,0.843,0.000257,0.161,0.472,161.324,219939,3
614,Rebok,The year of the Lord (Overture) - 2022 Remastered Version,6L2xeO3hUnkTkQIgFH3qxq,0,0.559,0.69,11,-11.242,0,0.0285,0.00466,0.755,0.427,0.559,126.012,274439,4
615,New Years Party Buddha Dj Café,2022 Countdown,54V6KBbAv90qXWZKTg2HZe,0,0.753,0.33,10,-19.674,1,0.102,0.0771,0.113,0.0956,0.602,113.375,157000,5
616,Edwin Maduro,It Ain't Love (2022) [30 Year Anniversary Re-Master],5tOPGyrcL9rnOkPFNwUqSC,0,0.593,0.849,7,-8.963,0,0.0472,0.0347,0.876,0.126,0.501,120.563,520000,4
617,Raman Ji Yadav,Happy New Year 2022 Naya Sal Me Gal Gorai,6l2LlsESrnv48XLyv0eRSy,0,0.691,0.985,8,-4.865,1,0.277,0.602,0.0,0.164,0.656,144.097,273775,4
618,Rakesh Majumder,Dj Remix Music | Happy New Year 2022 New Music - Remix,13Iz19icmBwoSSrfNJKQPA,0,0.617,0.99,1,-0.876,1,0.0608,0.382,0.885,0.371,0.675,179.982,193405,4
619,DJ Night Children,Happy New Year 2022 X Joget Ikan Hiu Walading - Remix,1yMocpB1XYRBJy7j7RcI1F,0,0.775,0.843,10,-4.874,1,0.0367,0.139,7.7e-05,0.362,0.723,128.049,241880,4
620,DJ X-Change,New Years Eve Ultimate Countdown 2022 - Female Cheerleader NYE Hype,6EOG0CCeZOuDbIEE9SIVtu,0,0.488,0.463,10,-2.648,0,0.134,0.702,0.0,0.344,0.0968,176.762,20000,3
621,Dua Lipa,New Love,4qHVzRbbNNGxC9jWrECMik,0,0.58,0.621,1,-8.625,1,0.0448,0.15,4.07e-06,0.0869,0.343,90.315,271935,4
622,214 Deuce,2022,5BRup5ZwKy991u74wPY33p,0,0.416,0.348,10,-16.441,0,0.35,0.00629,0.0,0.143,0.0983,80.15,157476,4
623,ALG Blazer,2022,1SunlslLu0uOdqFbi064Y4,0,0.689,0.458,2,-9.596,1,0.44,0.162,0.0,0.171,0.156,90.784,167008,4
624,Dua Lipa,Hotter Than Hell,6GSFtq4lgOO1i4ncshGfoF,0,0.532,0.869,3,-4.23,0,0.0909,0.011,0.0,0.0584,0.529,110.13,187958,4
625,Dua Lipa,Hallucinate - Paul Woolford Extended Remix,07m80tZxyrPDpWULIDbYzm,0,0.562,0.806,5,-7.167,0,0.0326,0.00857,0.218,0.162,0.695,123.013,109267,4
626,Jthegorilla,2022,6LHEBFWrFVjMa2mWBaDyqP,0,0.878,0.455,1,-7.642,1,0.293,0.0965,0.0,0.107,0.0607,129.831,192422,4
627,Yung Gawd,2022,78XZA4YyvAgXz30Uw840km,0,0.635,0.58,9,-10.748,1,0.415,0.207,0.0,0.383,0.504,129.961,196347,4
628,Dua Lipa,Levitating - Don Diablo Remix,4gTM2hIATmvc4LPPPv6FEk,1,0.686,0.917,11,-3.06,0,0.151,0.104,1.44e-06,0.444,0.387,119.979,208000,4
629,Woo York,2022,7cro5M4VydUuVwKVQIGNYl,0,0.8,0.847,1,-9.673,0,0.0704,0.0981,0.852,0.0851,0.392,127.014,371250,3
630,Bando,2022,6p5quGVXwrLG8YEfNzGmMH,0,0.763,0.786,1,-8.748,1,0.311,0.00428,0.00381,0.494,0.343,103.027,74302,4
631,Khushboo Uttam,Loverwa De Diya Dhokha Naya Sal Mein - 2022 Happy New Year,7hiSu35eJGLP03e9qNUdwa,0,0.78,0.94,8,-1.495,0,0.248,0.667,0.0,0.938,0.961,134.999,169777,4
632,Dua Lipa,New Rules - Acoustic,6ao7ZXqRltWBR6pV6cVuUK,0,0.825,0.345,9,-6.018,0,0.0372,0.601,0.0,0.121,0.506,116.072,213436,4
633,SwitLER,Trap 2022,6v06IIChm7E6MZu8RgfS02,0,0.846,0.456,11,-10.161,0,0.256,0.184,3.93e-05,0.163,0.332,75.027,158000,4
634,Dua Lipa,IDGAF - Acoustic,1sQORTbzdlG0ITLCSbXTfT,1,0.682,0.382,4,-5.179,0,0.216,0.309,0.0,0.11,0.639,190.777,217785,4
635,Avoe8ever,2021<2022.,4CyEXMfVvjJcJkBjwHLZvQ,1,0.533,0.521,7,-11.317,0,0.0758,0.0432,0.0,0.291,0.399,147.947,215832,4
636,Dua Lipa,Thinking 'Bout You,6dgTYZXe1XVx3ZfklINnIa,1,0.802,0.481,4,-5.132,0,0.043,0.0856,0.0,0.152,0.468,90.973,171947,4
637,Sex Music Zone,Synthwave 2022,0iN8p7VxvqpdbGHjQ4RCzA,0,0.448,0.477,7,-12.96,1,0.0327,0.766,0.929,0.12,0.0367,105.026,338286,4
638,Professori,Night 2022,2CcOp4tZAOyMctbALWZbxR,0,0.575,0.502,5,-7.142,1,0.0265,0.341,0.948,0.146,0.334,94.075,197042,4
639,Dua Lipa,Blow Your Mind (Mwah) - Acoustic,5YWpn71ByweZsFwCjikjiL,0,0.786,0.472,2,-5.866,0,0.161,0.827,0.0,0.157,0.485,108.646,159728,4
640,Professori,Children 2022,14rIuV6tVxl4BoxElWK5OX,0,0.709,0.839,9,-5.687,0,0.0286,0.00139,0.884,0.182,0.921,128.007,168617,4
641,1Alone1000Strong,Today (2022),4lrGmWuxDeXV5xpdNMUbsF,0,0.771,0.422,1,-15.803,1,0.141,0.0849,0.0,0.281,0.243,128.01,210051,4
642,Dua Lipa,Break My Heart - Jax Jones Midnight Snack Remix,75jk7ZFlU626PYIEBnpC5u,1,0.601,0.947,4,-4.703,0,0.0481,0.00237,0.306,0.109,0.692,128.028,223227,4
643,Sexy Chillout Music Cafe,#Chillwave 2022,6bO3sSS3PCRZQMX0Vbtm1a,0,0.841,0.583,7,-14.785,1,0.044,0.16,0.93,0.095,0.899,120.942,115089,4
644,DJ Night Children,Happy New Year 2022 X DJ Joget Ma Chi Nya Kukuwa - Remix,0KmRxm6io6aPBGUKyUSYgM,3,0.839,0.829,0,-7.125,1,0.0341,0.197,0.193,0.255,0.867,134.997,268444,4
645,William Right,Saturday Night (2022),3xuwLpKdPz1K48V7AoT2vx,0,0.736,0.385,2,-12.8,0,0.0426,0.101,0.00889,0.1,0.518,109.949,318080,4
646,William Right,Going Home (2022),2d5UjHjHX2hk7fjFh63emq,0,0.273,0.351,0,-9.028,1,0.0314,0.194,0.0,0.149,0.361,179.446,250394,3
647,William Right,God's Wonderland (2022),3phmMLcoCoyS3SfWGcCBmo,0,0.479,0.53,3,-6.222,0,0.027,0.181,0.0,0.0609,0.314,86.495,192009,4
648,William Right,The Duel (2022),6yL1rqGAbybZuR24UKm2S2,0,0.43,0.31,2,-7.092,1,0.0317,0.823,0.0,0.157,0.611,173.549,132152,3
649,Sex Music Zone,Mellow Disco 2022,172TcvFzNClURPK7XJGL4R,0,0.455,0.418,5,-16.324,1,0.0326,0.604,0.977,0.085,0.079,105.094,338286,4
650,Bella Element,Years and Years,0ZuC3jETtQphELPLhqjwnv,0,0.325,0.114,4,-22.209,0,0.0307,0.706,0.916,0.123,0.0401,141.975,155932,4
651,Namito,Feuersee - 2022 Remix,25jKHAwh2TRw7J8LcFqfsl,8,0.699,0.639,2,-12.775,1,0.0477,0.0617,0.917,0.0773,0.18,124.99,376000,4
652,Måneskin,SUPERMODEL,63WuQOXohQIxOxIFA2K7bR,87,0.636,0.876,7,-3.413,1,0.0555,0.00164,0.0,0.117,0.799,120.983,148064,4
653,Time Shard,Metamind - 2022 Remaster,3YPlGiPnGVByINMVMs38Al,0,0.62,0.737,0,-11.977,1,0.0346,0.00157,0.825,0.0725,0.732,100.919,502253,4
654,Fujii Kaze,ロンリーラプソディ,2T2PRhaEQLPoo78E8zyVgw,55,0.598,0.635,5,-8.788,0,0.0426,0.122,0.0032,0.107,0.69,150.004,286640,4
655,Sexy Chillout Music Cafe,#Deep House 2022,6PrvZt9xnNA5ZG3dr8TP6Z,0,0.774,0.483,6,-15.523,1,0.0478,0.00616,0.829,0.138,0.082,124.051,183822,4
656,Time Shard,Zero - 2022 Remaster,7AL6CYD9vq95J6sInrXubl,0,0.654,0.732,7,-11.688,1,0.0392,0.00036,0.846,0.143,0.379,113.877,496320,4
657,Mone Kamishiraishi,懐かしい未来,4OTQvDPW8XJjeEsoOZfshH,54,0.408,0.544,7,-5.483,1,0.0351,0.252,9.02e-06,0.117,0.359,165.818,273293,4
658,Time Shard,Oracle - 2022 Remaster,3f78pdhlYlS8DTxO36Zcg9,0,0.563,0.808,7,-10.455,1,0.0337,0.00024,0.425,0.0882,0.648,95.037,524947,4
659,PEOPLE 1,銃の部品,0AmXho7WWR4MprccR2pILw,54,0.607,0.834,11,-5.55,0,0.163,0.00103,0.0,0.305,0.568,139.888,154823,4
660,Martin-es,Volando - 2022 Remaster,2JhPpFTalJLNmur6koXg6f,0,0.818,0.777,6,-9.123,0,0.113,0.000233,0.503,0.0769,0.667,119.994,504438,4
661,HIRAIDAI,MIRROR MIRROR,3nFxkwyRpr4xYBR9Z0ywjo,54,0.595,0.642,11,-4.895,1,0.0544,0.178,0.0,0.091,0.562,157.674,186650,4
662,K.H. Gorman,6:00 on a rainy Monday in late November of the year 2022,24oj0VevUrCn6QCeL7k9gl,0,0.569,0.497,2,-14.223,1,0.0424,0.0234,0.0385,0.106,0.919,91.883,147017,4
663,Rekishi,たぶんMaybe明治 feat. あ、たぎれんたろう,4XdSe3t6dLv4wm38EzztCc,54,0.78,0.753,11,-4.011,0,0.0396,0.0281,4.2e-06,0.126,0.888,114.014,211747,4
664,Time Shard,Youniverse - 2022 Remaster,2dqh57SJGT10okAopVYI5K,0,0.564,0.967,0,-9.072,0,0.0504,0.000885,0.819,0.539,0.493,135.015,313960,4
665,JO1,With Us,39Lo244a3MrSOmTcl0C1Z2,54,0.604,0.902,6,-3.371,1,0.0496,0.00602,0.0,0.107,0.762,100.008,190027,4
666,Blu Music,New 2022 beats,07z4nm6MGj1FbDeqPvoV6x,0,0.847,0.338,6,-12.995,0,0.0495,0.0862,0.881,0.12,0.175,130.038,157021,4
667,HIRAIDAI,「いつも通り」のキセキ。,7dF2uMG6NuHH2xipdNAWBq,54,0.77,0.392,7,-6.11,1,0.0424,0.691,0.0,0.884,0.659,93.999,182837,4
668,Piek,The Club 2022,1q1sZCHS8hLikiCViUmAy2,0,0.671,0.91,10,-9.177,0,0.0469,0.0184,0.784,0.371,0.265,124.004,294511,4
669,Tokimeki Records,透明なガール -Dye me- (feat. ひかり),3MddMYGS4fdkcRnkFbz2PM,55,0.684,0.635,11,-6.742,1,0.0755,0.181,1.37e-06,0.125,0.486,101.994,209621,4
670,William Right,I Need You (2022),55y1ZPJSaZ0gwspyxgvqbv,0,0.64,0.273,0,-9.106,1,0.0287,0.752,0.0,0.14,0.343,111.664,179953,4
671,Fujii Kaze,へでもねーよ - LASA edit,7LI2pQoE3fWfOQuds2paXs,55,0.506,0.861,0,-5.899,1,0.15,0.0615,1.89e-05,0.387,0.647,175.966,188947,4
672,William Right,Saturday Night (Reprise 2022),45ZRM6DiNKun3TvlZ6eCnP,0,0.701,0.368,2,-9.392,0,0.0368,0.031,0.00041,0.107,0.501,109.946,230786,4
673,XG,Tippy Toes,1MKmSbQfJpEVnC3XfGywyF,64,0.913,0.62,0,-6.674,1,0.0769,0.0354,0.106,0.091,0.552,105.986,188213,4
674,Edomite,Great Shark - 2022 mix,6JCr2tkVEczqNZDVZheNRp,0,0.711,0.299,6,-21.284,0,0.1,0.0307,0.384,0.133,0.297,123.016,548505,4
675,SEVENTEEN,DON QUIXOTE,7BiEgR5r0yMmFoWC9kOTGf,71,0.733,0.837,1,-4.537,1,0.0992,0.0671,0.0,0.0939,0.606,76.453,172360,4
676,"Beats,by,dizzy",2022 things to change,17I2GV2tBGBOQ9Ngnn3gNm,0,0.621,0.711,9,-7.679,0,0.0405,0.379,0.387,0.136,0.407,90.507,192804,4
677,William Right,Going Home (Duet 2022),41Jbbj4t5bNSaCPtV7sndW,0,0.28,0.341,0,-8.544,1,0.029,0.237,0.0,0.149,0.304,178.701,250394,3
678,Fujii Kaze,それでは、,5qGpsL9fCOr1sGYNMmFFtI,54,0.251,0.209,8,-13.28,1,0.0363,0.832,0.056,0.107,0.207,166.043,230720,4
679,SARDONIC WITCHERY,Licantropia - 2022 Version,5h8YGRGJVgjeszhgpm8g7C,0,0.209,0.997,1,-1.329,1,0.136,0.00232,0.914,0.394,0.0254,174.826,346375,4
680,Bad Bunny,Ojitos Lindos,3k3NWokhRRkEPhCzPmV8TW,98,0.647,0.686,3,-5.745,0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,258299,4
681,Oriental Meditation Music Academy,Lantern Festival 2022,5qdRFYXIsEZt2EkC9XKXWw,0,0.571,0.589,10,-10.233,1,0.0314,0.65,0.764,0.224,0.388,122.664,179363,4
682,Yuuri,ミズキリ-piano ver.-,2WmVfZ9ey3Y0PpPHAj9rYE,54,0.708,0.426,1,-6.165,1,0.0297,0.94,5.08e-05,0.157,0.372,89.973,204417,4
683,Slichtnacht,Esclavo - 2022 Remastered Version,0rfZRBzCOuSeaDrgPjrh4z,0,0.542,0.987,8,-7.534,1,0.0328,3.67e-05,0.943,0.0787,0.476,140.007,300000,4
684,DAZBEE,回る空うさぎ,5NITYjCmkHJEm03GUor1R1,54,0.764,0.339,1,-7.459,1,0.0336,0.545,0.0,0.116,0.74,119.992,172753,4
685,The Cherry Blues Project,Dawn - 2022 Mix,4CcNW49w3mcunLZmgGbKlN,0,0.128,0.418,11,-14.376,0,0.0367,0.962,0.865,0.187,0.0315,85.864,220605,4
686,KAROL G,PROVENZA,7dSZ6zGTQx66c2GF91xCrb,96,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,210200,4
687,Slichtnacht,Escape - 2022 Remastered Version,0fNnbYzqDUyjcZZ5lwR8rX,0,0.664,0.953,7,-7.106,0,0.0394,0.0564,0.017,0.29,0.455,139.981,281143,4
688,Bad Bunny,Me Porto Bonito,6Sq7ltF9Qa7SNFBsV5Cogx,100,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567,4
689,Slichtnacht,Nergal - 2022 Remastered Version,6kQLlLrnmsbzy9Q2qvO8ZQ,0,0.552,0.97,7,-9.735,1,0.0436,0.00314,0.565,0.0832,0.238,139.996,233143,4
690,Yuuri,桜晴,73R8pJOJ2pBFgZsyFA2Ewz,54,0.601,0.31,11,-7.554,1,0.0313,0.922,0.0,0.108,0.529,79.928,238240,4
691,Slichtnacht,Desolado - 2022 Remastered Version,4t6vgpsw0sMNEdbOXBdtPe,0,0.537,0.715,10,-10.321,0,0.036,4.77e-05,0.381,0.372,0.148,134.988,309333,4
692,二宮和也,Pretender,3xzNsww5yJOad8q2DtkbTe,54,0.636,0.917,1,-3.705,0,0.0424,0.0234,0.0,0.343,0.64,119.935,208787,4
693,Slichtnacht,Instagirl - 2022 Remastered Version,0tY2pKuI3smlBB9qpOjyXY,0,0.497,0.844,8,-10.703,0,0.0447,1.91e-05,0.378,0.048,0.184,139.992,221143,4
694,Yuuri,ミザリー,5PY2P5TLtZTEW8bZyfzOoY,54,0.639,0.756,7,-5.827,0,0.0399,0.0758,0.0,0.201,0.753,119.97,242067,4
695,Slichtnacht,Grief - 2022 Remastered Version,6cGzSPDlWWtUSUzoihS2bv,0,0.515,0.706,5,-9.27,0,0.0286,0.03,0.000188,0.298,0.373,124.98,357905,4
696,YUZU,RAKUEN,01hIMNbONDHX9krqxc0RJj,51,0.712,0.902,7,-3.333,1,0.0897,0.145,0.0,0.0369,0.933,151.948,211039,4
697,Eliseu Carvalho,Who's There? 2022,7jo3pXENgnt8zXXCQm2Om5,0,0.501,0.821,7,-7.562,1,0.0476,0.0038,0.0395,0.27,0.136,101.955,264411,4
698,Fujii Kaze,“青春病”,6bioW1LHzS92xtmWT6NeWl,54,0.669,0.798,1,-6.628,1,0.0498,0.151,8.55e-05,0.076,0.548,108.024,324147,4
699,Monica Latrell,happy 2022 <3,1TQA7GIvmK6Dpi0iBjeBJu,0,0.573,0.145,11,-33.339,1,0.919,0.857,3.14e-06,0.383,0.249,80.697,67648,4
700,Juice WRLD,Lucid Dreams,1tBmacYhPLDqibjWx0pNnI,6,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4
701,Eliseu Carvalho,Krafty Days 2022,18IzyQBkLl4qMZj7Pkm4u3,0,0.807,0.58,1,-12.847,1,0.0856,0.0139,0.939,0.0996,0.554,119.952,214608,4
702,Juice WRLD,Used To,19MmfDOiG1j7XskeGHxaPu,4,0.631,0.709,2,-4.666,1,0.0505,0.0963,0.0,0.376,0.202,84.504,176443,4
703,Time Shard,Cosmic Carrot - 2022 Remaster,49u25ckAvC2vLaOFAKON5w,0,0.318,0.295,0,-16.727,1,0.0319,0.0374,0.0181,0.0887,0.0506,105.494,328320,4
704,Juice WRLD,Fast,39vQNhEFg3l1f6kTgV9mTW,0,0.623,0.607,1,-5.937,0,0.0435,0.426,0.0,0.105,0.263,84.982,208518,4
705,Time Shard,Central Sun - 2022 Remaster,5feUtvS7uI6VdYlkOdz9pJ,0,0.332,0.712,4,-12.841,0,0.0787,0.00683,0.878,0.132,0.411,75.671,253840,3
706,kZm × 佐藤千亜妃,今夜はブギー・バック nice vocal × 水星,5pqAfSrVCkPXdLgPgDLwPU,53,0.727,0.729,2,-4.937,0,0.0369,0.398,0.0873,0.142,0.71,93.997,132240,4
707,Time Shard,Star Glyph - 2022 Remaster,4yDxXSXBwOfqRFiPU0HNnh,0,0.275,0.713,7,-10.362,1,0.0345,0.00213,0.929,0.13,0.637,112.371,274933,3
708,Ado,レディメイド,3hkGr1uZjTdiAPZrk2NTiP,59,0.493,0.866,5,-1.786,0,0.14,0.0259,0.0,0.262,0.577,195.211,243187,4
709,Time Shard,Hunab Ku - 2022 Remaster,6vENvnry4Ug2KeDKuKQK42,0,0.521,0.807,7,-12.73,1,0.0391,1.55e-05,0.918,0.298,0.175,153.967,457307,4
710,Lauv,All 4 Nothing (I'm So In Love),21AziTMaZwcLflGMAj85o5,77,0.72,0.819,1,-4.588,1,0.0362,0.0411,0.0,0.0606,0.898,131.99,183014,4
711,Time Shard,Human Error - 2022 Remaster,4oSDN3b30psnWQcdDWXNOu,0,0.291,0.687,8,-10.661,1,0.0399,0.0049,0.434,0.0912,0.0392,108.004,428480,4
712,Ryokuoushoku Shakai,ブレス,478aouesr5rNFHs1wU4BGC,48,0.567,0.78,6,-4.265,1,0.0399,0.019,0.000329,0.562,0.36,98.023,264955,4
713,Time Shard,Voodoo Chronometer - 2022 Remaster,0Y6jZQ942ExYc3DwkbjNUD,0,0.573,0.882,11,-9.497,0,0.041,0.000142,0.892,0.137,0.63,130.822,470787,4
714,Charlie Puth,That's Hilarious,1jIMjbzcGCcCQn5iMu9CUc,81,0.714,0.442,6,-5.909,1,0.0605,0.742,0.0,0.114,0.546,108.039,146855,4
715,Christopher Ramseur,Years,4jZvsvNl131IOgiQDGmqcu,0,0.891,0.565,0,-10.602,1,0.0635,0.000793,0.641,0.096,0.329,128.005,182952,4
716,NAYEON,LOVE COUNTDOWN (feat. Wonstein),5SCueETKJMI9LrMjrvlbjf,53,0.689,0.845,11,-2.459,0,0.201,0.235,0.0,0.0588,0.863,159.945,197613,4
717,Time Shard,Reality Helmet - 2022 Remaster,2uPKktN8aIPn3tWSUIrz7n,0,0.606,0.965,10,-8.171,0,0.0515,5.42e-05,0.845,0.642,0.457,134.98,506867,4
718,WANIMA,Focus on me,2LW2YGQdWWYW3glzf0gERU,45,0.685,0.94,11,-3.866,0,0.0398,0.0386,0.0,0.337,0.763,122.031,250219,4
719,Time Shard,Metatron's Cube - 2022 Remaster,61f8ZV6oOPx3yww9QH0vWD,0,0.511,0.809,7,-10.515,1,0.0474,0.000338,0.87,0.18,0.0747,150.976,358853,4
720,Nogizaka46,Actually...,4pfJEUjNi65LLQcEBHaWAz,53,0.558,0.793,4,-4.537,0,0.0571,0.0602,9.3e-06,0.0792,0.529,144.968,220280,4
721,Time Shard,Dream Messages - 2022 Remaster,4WuBbpYdKsJxilb46dutT9,0,0.375,0.626,10,-8.631,0,0.0664,0.000127,0.879,0.103,0.134,97.35,390387,4
722,Official HIGE DANdism,Choral A,2m7TKOSvZAfBCrZqPQBQbW,53,0.483,0.669,1,-5.673,0,0.0547,0.0107,0.0,0.117,0.613,198.073,239200,4
723,Time Shard,Expand Forever - 2022 Remaster,3INPb1gpR014DX9bsyEXmO,0,0.369,0.925,9,-10.71,0,0.0571,2.96e-05,0.863,0.416,0.171,179.933,302627,4
724,Time Shard,The Others - 2022 Remaster,613GJzJTDc2f4TvHj56WsH,0,0.156,0.21,2,-26.645,1,0.0472,0.717,0.968,0.109,0.0556,140.719,181000,5
725,Bad Bunny,Moscow Mule,6Xom58OOXk2SoU711L2IXO,97,0.804,0.674,5,-5.453,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,245940,4
726,Time Shard,25th Century - 2022 Remaster,3PwVARcMkEWrGoYCHSJ9wz,0,0.342,0.758,10,-11.414,0,0.0456,0.000189,0.219,0.518,0.156,119.951,388107,4
727,Yuuri,花鳥風月,3IlzRRvU5zz9XwZs7StFqR,54,0.864,0.648,9,-6.453,0,0.0629,0.427,1.5e-06,0.2,0.88,104.992,205600,4
728,Time Shard,Psionic Lattice - 2022 Remaster,3fm1ltQyvW30SbUb5FEbMf,0,0.638,0.976,10,-6.351,0,0.0431,0.000241,0.845,0.159,0.555,130.857,470480,4
729,fromis_9,DM,7B9W7Qsy5M2kyUNjQYIEG8,68,0.649,0.898,11,-3.291,0,0.11,0.0213,0.0,0.0576,0.663,122.028,204293,4
730,Time Shard,Photon (Wave) - 2022 Remaster,7vH2fxmGs7L4WnNhb3HFI8,0,0.264,0.916,4,-7.345,1,0.0444,0.000731,0.74,0.435,0.392,137.914,477360,4
731,Halsey,So Good,6kxaaIeowajN7w21PfMLbu,83,0.576,0.627,3,-4.649,0,0.0449,0.0385,0.0,0.181,0.311,164.998,176059,4
732,Time Shard,Photon (Particle) - 2022 Remaster,1OhGWAELgIh35eHS2QxJ4p,0,0.614,0.898,11,-8.701,0,0.0516,0.0157,0.732,0.646,0.799,137.86,445253,3
733,Yuuri,飛行船,1neHDts6Noky9uuR8Uv9oS,54,0.527,0.923,4,-5.385,1,0.0891,0.0349,0.0,0.318,0.695,100.067,195720,4
734,Time Shard,Crystal Oscillations - 2022 Remaster,3OrlZLcu0IsZ415o1HqBpR,0,0.35,0.416,10,-14.503,0,0.0361,0.000763,0.761,0.0901,0.0387,119.9,921120,4
735,ENHYPEN,Blessed-Cursed,7ecbsiAQ6PNdiAq0hplVZo,73,0.604,0.886,4,-3.523,0,0.061,0.0925,0.0,0.596,0.401,127.098,170805,4
736,Nick Gill,It Probably Won't Be The Best Year Of Our Lives (An Anthem For 2022),7qQRqE8b4hNv8KK5SsIzMV,0,0.565,0.674,10,-9.171,1,0.0743,0.257,0.0,0.0694,0.82,152.238,115388,4
737,HIRAIDAI,3月の帰り道,609ZaFJuwGmqSsCDFCYIwG,53,0.676,0.406,2,-7.104,1,0.0327,0.597,0.0,0.201,0.498,139.957,218820,4
738,Time Shard,Mind Tundra - 2022 Remaster,4d3vtlq24pNlTpRg2Vqmnd,0,0.278,0.366,0,-18.575,0,0.0494,0.891,0.868,0.104,0.0376,79.89,238987,4
739,Imagine Dragons,Wrecked,09xCKJXHDLbQmpotW2S2h1,8,0.625,0.562,0,-5.828,0,0.0289,0.149,1.67e-05,0.109,0.229,93.998,244005,4
740,BOYCOLE.,2022 and some more,5HYJe3jBS1blIIUspPMZaO,0,0.645,0.577,2,-7.43,1,0.0357,0.337,0.0,0.0793,0.622,110.044,186533,4
