album,track_number,id,name,uri,key,mode,danceability,acousticness,energy,liveness,loudness,tempo,valence,popularity
Renai Kinshi Jourei: Aturan Anti Cinta,6,16kgprsqSmc5weQZhZreNa,Malaikat Hitam,spotify:track:16kgprsqSmc5weQZhZreNa,3,0,0.555,0.00461,0.778,0.331,-6.193,145.995,0.441,26
Renai Kinshi Jourei: Aturan Anti Cinta,7,707ReKiP4e9oNl8KmNZarC,Virus Tipe Hati,spotify:track:707ReKiP4e9oNl8KmNZarC,2,1,0.52,0.00434,0.872,0.12,-6.815,163.103,0.863,33
Renai Kinshi Jourei: Aturan Anti Cinta,8,1VUwx5BfwWizkopjo54shh,Aturan Anti Cinta,spotify:track:1VUwx5BfwWizkopjo54shh,1,0,0.625,0.0304,0.934,0.351,-6.457,116.015,0.906,29
Renai Kinshi Jourei: Aturan Anti Cinta,9,6SwlFqnA4QVneQOmnjcZbU,Tsundere!,spotify:track:6SwlFqnA4QVneQOmnjcZbU,4,0,0.53,0.0106,0.917,0.214,-5.309,76.983,0.721,23
Renai Kinshi Jourei: Aturan Anti Cinta,10,7A0SbtqWbGP8cMNTxCC0BN,Mawar Natal Musim Panas,spotify:track:7A0SbtqWbGP8cMNTxCC0BN,7,1,0.592,0.162,0.797,0.0982,-5.82,140.017,0.844,26
Renai Kinshi Jourei: Aturan Anti Cinta,11,6VxX4GEk2WeChubLfQH0LW,Switch,spotify:track:6VxX4GEk2WeChubLfQH0LW,0,1,0.61,0.000835,0.76,0.121,-7.751,133.001,0.554,22
Renai Kinshi Jourei: Aturan Anti Cinta,12,2KhNKQ0EmPjxaxvyhbDWbP,109 - MARUKYUU,spotify:track:2KhNKQ0EmPjxaxvyhbDWbP,8,0,0.512,0.00339,0.795,0.161,-5.38,156.022,0.771,31
Renai Kinshi Jourei: Aturan Anti Cinta,14,5621SuBlaO0AoJzGh0hsrD,Sneakers Waktu itu,spotify:track:5621SuBlaO0AoJzGh0hsrD,7,1,0.544,0.11,0.607,0.208,-6.701,105.028,0.55,28
Renai Kinshi Jourei: Aturan Anti Cinta,15,1y82UfKMlySXVtZDeb76jv,JKT Datang!,spotify:track:1y82UfKMlySXVtZDeb76jv,6,1,0.428,0.000742,0.924,0.0631,-4.96,160.032,0.701,26
Renai Kinshi Jourei: Aturan Anti Cinta,16,1pMpflIkvAqZHznn4wa3zM,Napas dalam Air Mata,spotify:track:1pMpflIkvAqZHznn4wa3zM,3,0,0.515,0.00821,0.861,0.336,-6.069,135.028,0.614,20
Renai Kinshi Jourei: Aturan Anti Cinta,17,6VbuqZzxvZwP3F6zmGquo2,Teriakan Berlian,spotify:track:6VbuqZzxvZwP3F6zmGquo2,2,1,0.471,0.087,0.845,0.249,-6.059,174.078,0.562,25
Heavy Rotation,1,7EdzxaYQzbOqOlmwzjDFwX,Heavy Rotation,spotify:track:7EdzxaYQzbOqOlmwzjDFwX,1,0,0.397,0.002,0.907,0.281,-1.101,178.039,0.33,50
Heavy Rotation,2,5MvvfIkbTM4MxCJa3gfh3R,Karena Kusuka Dirimu,spotify:track:5MvvfIkbTM4MxCJa3gfh3R,6,0,0.424,0.000562,0.931,0.107,-4.08,158.058,0.689,48
Heavy Rotation,3,4pEMeRLMT9yuxHEjvcudAJ,Ponytail Dan Shu-Shu,spotify:track:4pEMeRLMT9yuxHEjvcudAJ,6,1,0.432,0.0178,0.903,0.15,-4.772,159.947,0.602,38
Heavy Rotation,4,6VlzYddLkvIdnEykTBTBCq,Baby!Baby!Baby!,spotify:track:6VlzYddLkvIdnEykTBTBCq,4,0,0.675,0.093,0.956,0.098,-3.392,122.992,0.961,47
Heavy Rotation,5,4OZ4iOWnoEQQCChknSb7Jq,Hari Pertama,spotify:track:4OZ4iOWnoEQQCChknSb7Jq,11,0,0.609,0.00332,0.942,0.185,-1.776,148.023,0.723,42
Heavy Rotation,6,2jBXZL9YEDALGFGTXpq6m3,Washoi J!,spotify:track:2jBXZL9YEDALGFGTXpq6m3,8,1,0.776,0.166,0.954,0.0248,-1.702,125.097,0.74,26
Heavy Rotation,7,6PYdWmlwcBlYkv0m62Opkh,Teriakan Diamond,spotify:track:6PYdWmlwcBlYkv0m62Opkh,2,1,0.523,0.039,0.972,0.0878,-0.152,174.129,0.572,37
Heavy Rotation,8,2D1NrSzg4qCu7ue7Gb2VcR,"Maafkan, Summer",spotify:track:2D1NrSzg4qCu7ue7Gb2VcR,7,1,0.564,0.00174,0.961,0.299,-0.157,147.951,0.54,42
Heavy Rotation,9,0Ert1zrTUNcbrpNBJxe8lH,Air Mata Surprise!,spotify:track:0Ert1zrTUNcbrpNBJxe8lH,1,1,0.692,0.00352,0.977,0.3,-1.401,136.851,0.729,28
Heavy Rotation,10,7BtRy8sGQUjXGEUcz6YlsN,Jejak Awan Pesawat,spotify:track:7BtRy8sGQUjXGEUcz6YlsN,5,1,0.543,0.00953,0.941,0.109,-2.544,145.953,0.756,33
Flying High,1,6a1mt15RL1Y3FxeU6Zoh3W,Flying High,spotify:track:6a1mt15RL1Y3FxeU6Zoh3W,8,0,0.678,0.104,0.761,0.765,-4.257,101.99,0.845,55
Berani Bersuara <3 <3,1,4MMJA9BGygvCDpwxKzzIew,Berani Bersuara <3 <3,spotify:track:4MMJA9BGygvCDpwxKzzIew,6,0,0.483,0.219,0.817,0.163,-6.402,170.045,0.705,49
Bukan PHO (JKT48 Version),1,5uck3WWGPhvX7rBnb1tOWt,Bukan PHO - JKT48 Version,spotify:track:5uck3WWGPhvX7rBnb1tOWt,0,1,0.725,0.0597,0.982,0.398,-1.45,132.009,0.68,20
Cara Ceroboh untuk Mencinta,1,4UaA9RLsFoVlWQj0Apis1u,Cara Ceroboh untuk Mencinta,spotify:track:4UaA9RLsFoVlWQj0Apis1u,6,0,0.385,0.00273,0.904,0.24,-6.081,149.954,0.516,39
JKT48 Acoustic,1,2EIZPjooOtoHEO8cTLE5Qx,Lantang,spotify:track:2EIZPjooOtoHEO8cTLE5Qx,2,1,0.691,0.201,0.795,0.189,-5.879,95.999,0.585,21
JKT48 Acoustic,2,18cbYp7LM2N613vNeCRZXR,Cinta Remaja,spotify:track:18cbYp7LM2N613vNeCRZXR,4,1,0.623,0.163,0.702,0.123,-6.603,95.997,0.487,22
Rapsodi,1,7rlrbIP5lcQH8s9MKL0qPf,Rapsodi,spotify:track:7rlrbIP5lcQH8s9MKL0qPf,1,1,0.596,0.561,0.594,0.151,-6.638,144.975,0.487,62
Rapsodi,2,28JFVnJcLlIErsXANEPglS,Sweet & Bitter,spotify:track:28JFVnJcLlIErsXANEPglS,3,1,0.559,0.0217,0.705,0.18,-4.844,128.005,0.625,33
Rapsodi,3,733SiVQU5Lz0gWkTf4Zhov,Menanti,spotify:track:733SiVQU5Lz0gWkTf4Zhov,5,1,0.697,0.792,0.261,0.0911,-7.673,73.924,0.408,38
Rapsodi,4,2txfZC0Jo1mIfP9muIXfDo,Mimpi yang Hina,spotify:track:2txfZC0Jo1mIfP9muIXfDo,7,0,0.459,0.00119,0.913,0.287,-4.139,148.009,0.516,21
Rapsodi,5,4H03GvK30cmfY4waozFR5j,Siapa yang Mempertemukan Kita Berdua?,spotify:track:4H03GvK30cmfY4waozFR5j,8,1,0.667,0.0136,0.861,0.359,-4.814,100.013,0.789,31
JKT48 5th Sousenkyo Special Unit,1,7jUfNO8OcJSXSPGZevCOQh,Pundak Kanan,spotify:track:7jUfNO8OcJSXSPGZevCOQh,7,1,0.479,0.024,0.738,0.31,-5.45,78.921,0.41,25
JKT48 5th Sousenkyo Special Unit,2,0GrxliwofX5XB3vUjPrrrv,Bukan Alpukat...,spotify:track:0GrxliwofX5XB3vUjPrrrv,8,1,0.476,0.000462,0.966,0.294,-2.588,169.97,0.856,23
JKT48 5th Sousenkyo Special Unit,3,2KtlqLBdSOyB30R1rV4jrT,Relax!,spotify:track:2KtlqLBdSOyB30R1rV4jrT,4,1,0.669,0.0113,0.779,0.134,-2.49,124.004,0.839,20
JKT48 5th Sousenkyo Special Unit,4,45aVaZQhnBbltQoZb7yOFS,Bukan Salah Air Mata,spotify:track:45aVaZQhnBbltQoZb7yOFS,8,1,0.611,0.209,0.484,0.133,-5.495,119.976,0.164,20
