3.309352517985611475e-01,2.880017079419299741e-01,7.588970568721637999e-01,9.214049079532548037e-01,5.246981339187705126e-06,1.702034245572954518e-01,2.548977625521892665e-01,7.634417821566088502e-01
4.460431654676259572e-01,7.299316823228009232e-01,8.629282662349726518e-01,3.536587825103169602e-01,1.108671789242590428e-03,4.189960485877359808e-01,6.766941440959212128e-01,7.947448828472103433e-01
9.007194244604317390e-01,7.427412467976088895e-01,8.372654653538920133e-01,1.028783901243198740e-01,0.000000000000000000e+00,4.541197131567393797e-01,7.409270956000427732e-01,2.883766972734499445e-01
7.251798561151079348e-01,7.267292912040990149e-01,8.826464265810356480e-01,3.081563607990432385e-01,0.000000000000000000e+00,1.189814137274989025e-01,9.325554009206723505e-01,3.353781158900649428e-01
9.654676258992807014e-01,5.815542271562765819e-01,8.746052387144716000e-01,6.401172101017446048e-01,1.448957189901207442e-05,9.571198595053417857e-02,7.377154480248366841e-01,2.267370258936505234e-01
5.021582733812950394e-01,8.943210930828351390e-01,8.847695124863990124e-01,4.465597325284921537e-02,0.000000000000000000e+00,4.511927411093223927e-01,6.991756771223638367e-01,7.799273543579590129e-01
7.525179856115107313e-01,6.648163962425277518e-01,8.451208832037366836e-01,1.251125280059649514e-01,0.000000000000000000e+00,1.409337040831259991e-01,4.732897976662027162e-01,2.260043337958127507e-01
1.000000000000000000e+00,5.505977796754909503e-01,8.417770229027892182e-01,2.624817537874303205e-02,1.065861690450054842e-05,1.292258158934582180e-01,3.148485172893694672e-01,2.730369307995698103e-01
7.856115107913670403e-01,6.936379163108453705e-01,8.353546880390648743e-01,1.881954308329580328e-01,0.000000000000000000e+00,4.511927411093223927e-01,9.914356064661170587e-01,1.794861801798992573e-01
6.863309352517985573e-01,8.964560204953031519e-01,8.708367612324514617e-01,5.944426030901316105e-02,2.425905598243688112e-06,3.589931216156885263e-01,8.811690397173750355e-01,3.349494130668621006e-01
7.107913669064747086e-01,8.003842869342442379e-01,8.472970462567341876e-01,8.540132360339884598e-02,8.177826564215147712e-04,4.375823210888335479e-02,8.511936623487849074e-01,5.302274463342011579e-01
4.273381294964028743e-01,2.634500426985482147e-01,7.392054350999177625e-01,9.265756376931721938e-01,2.162458836443468562e-05,1.052246451046392473e-01,3.812225671769617907e-01,3.291658222520148502e-01
8.503597122302160027e-01,5.911614005123825288e-01,8.035880151800642857e-01,8.033400845827971815e-02,3.545554335894620735e-05,1.760573686521293424e-01,7.601969810512793080e-01,6.859245171247290163e-01
8.834532374100718677e-01,6.936379163108453705e-01,8.753748573551658474e-01,1.633759280813542047e-01,4.511525795828759481e-05,7.654031903995316133e-02,7.783963173107804057e-01,2.183968073331566950e-01
7.395683453237409388e-01,8.228010247651579290e-01,9.051511371778880877e-01,2.076720185443051842e-02,0.000000000000000000e+00,1.624469486316405115e-02,7.130928166149234082e-01,3.924579481503420730e-02
2.187050359712229830e-01,5.260461144321093574e-01,8.445370345797618139e-01,3.495221987183830259e-01,0.000000000000000000e+00,1.672764525098785482e-01,2.891553366877208098e-01,4.706377539089912077e-02
1.942446043165467762e-01,6.029035012809563776e-01,8.309492847854356157e-01,2.399027282321327115e-01,0.000000000000000000e+00,2.477681838138445503e-01,2.163579916497163080e-01,8.402887118649351450e-01
8.690647482014388636e-01,6.199829205807002586e-01,8.140972904116132725e-01,1.726832416132056680e-01,0.000000000000000000e+00,1.116639836089565463e-01,6.927523819719516585e-01,4.053813896207149048e-01
2.388489208633093885e-01,6.509393680614858901e-01,8.809744964305619153e-01,8.871059063694601565e-02,0.000000000000000000e+00,9.322405971022976190e-02,1.853120650893908816e-01,6.700235396822917799e-02
8.244604316546764178e-01,7.203245089666950873e-01,8.755075502242509744e-01,5.534232040633663141e-03,2.294182217343578110e-03,1.175179277037904091e-01,2.955786318381329325e-01,1.953481846384086396e-01
7.093525179856114971e-01,7.064474807856532257e-01,8.939518590270959519e-01,3.900281442819743781e-03,5.960482985729965907e-05,4.511927411093223927e-01,5.439460443207365659e-01,3.583332034233869257e-01
4.633093525179857175e-01,4.043552519214346219e-01,8.422547172314960306e-01,6.608001290614144985e-01,0.000000000000000000e+00,1.599590223913361642e-01,1.146558184348570875e-01,6.074251328978750308e-01
6.906474820143884141e-01,6.178479931682322457e-01,8.535070725299223060e-01,1.085661928382290753e-01,3.677277716794730730e-04,9.278501390311721941e-02,9.443314420297612699e-01,8.733066238483482291e-01
4.446043165467626346e-01,6.082408198121264098e-01,8.908203073166848229e-01,4.000231648692349068e-02,0.000000000000000000e+00,5.507097907214986154e-01,2.056524997323627146e-01,5.903549659376119418e-01
6.086330935251798024e-01,4.950896669513236148e-01,8.542501525967994835e-01,4.488002097247983380e-01,0.000000000000000000e+00,3.267964290941021144e-01,2.784498447703671609e-01,3.498682713143249634e-01
1.000000000000000000e+00,9.765157984628521914e-01,9.197473527772618285e-01,3.090183214466874981e-02,0.000000000000000000e+00,3.658715059271185066e-03,9.379081468793490917e-01,4.520866135594805435e-01
5.654676258992805682e-01,6.872331340734414429e-01,8.505347522624134848e-01,2.562768780995293427e-02,0.000000000000000000e+00,8.170642470364407606e-01,5.856974627984155024e-01,5.859899917377273670e-01
8.417266187050360671e-01,8.665670367207514158e-01,9.251346832621215599e-01,3.731353702216640839e-02,0.000000000000000000e+00,1.082979657544269614e-02,3.491060914249009550e-01,1.949974277830608393e-01
9.395683453237411165e-01,6.114432109308283181e-01,8.143892147236008183e-01,5.251548245752375721e-02,3.556531284302963045e-03,1.526415922727937802e-01,4.304678299967883426e-01,2.494426863298361274e-01
4.028776978417266119e-01,3.744662681468829968e-01,7.999256919933123156e-01,8.428098159065091632e-01,2.052689352360043498e-04,1.306893019171666837e-01,1.135852692431217337e-01,4.505510779927353049e-01
6.330935251798561758e-01,7.608881298035866658e-01,8.872375998513840623e-01,2.636880850357530282e-01,0.000000000000000000e+00,4.599736572515732425e-01,8.651108018413445899e-01,1.643724570127987894e-01
9.410071942446043280e-01,3.894107600341588094e-01,8.483851277832330506e-01,4.736197124764021660e-01,9.549945115257957046e-04,1.453241621542514239e-01,6.681297505620383825e-01,2.184279857202987563e-01
5.640287769784171346e-01,8.473526900085396329e-01,9.161115681643269282e-01,3.658963485857796155e-02,0.000000000000000000e+00,3.077711107858919215e-01,7.002462263140991627e-01,6.700858964565763465e-01
9.553956834532375542e-01,5.900939368061485224e-01,8.436612616437992873e-01,9.722523129966810160e-03,0.000000000000000000e+00,1.482511342016683553e-01,4.572315597901723816e-01,2.185838776560088403e-01
6.417266187050361115e-01,4.150298889837745198e-01,7.089249223746716400e-01,8.738341943460140593e-01,0.000000000000000000e+00,2.872823064539733462e-01,1.778182207472433496e-01,2.905046221958937913e-01
7.079136690647482855e-01,5.751494449188726543e-01,7.967941402829012976e-01,4.010573108172184320e-02,7.980241492864983532e-05,1.921557149129225761e-01,6.188844877422117197e-01,4.909192947448828281e-01
6.230215827338130286e-01,4.150298889837745198e-01,7.041214405137867782e-01,7.259513237843744360e-01,9.758507135016465661e-02,1.321527879408751494e-01,7.762552189273097536e-01,0.000000000000000000e+00
7.899280575539568972e-01,4.395815542271562792e-01,8.669355908813460854e-01,3.321159711948987788e-03,0.000000000000000000e+00,7.917459388262840236e-02,7.120222674231880822e-01,2.964129265593090645e-01
3.741007194244603817e-01,4.769427839453458384e-01,7.744486611289509437e-01,3.122929445909772284e-01,0.000000000000000000e+00,6.219815600761011143e-02,2.408735681404560597e-02,5.617565903315819842e-01
3.812949640287769948e-01,6.915029888983773576e-01,8.475093548472705240e-01,1.642378887289984782e-02,0.000000000000000000e+00,1.467876481779598896e-01,5.589337330050315744e-01,2.185604938656523499e-01
7.985611510791368328e-01,7.790350128095644422e-01,8.884583742469680523e-01,5.572133489627258823e-02,2.832052689352359530e-06,4.585101712278647490e-01,6.531420618777432630e-01,3.115890065006937659e-01
4.345323741007194873e-01,7.608881298035866658e-01,8.483055120617818412e-01,3.091905067470267499e-01,0.000000000000000000e+00,1.145909556563734777e-01,4.979124290761159921e-01,4.530765273512400437e-01
8.705035971223020752e-01,4.214346712211784474e-01,8.065603354475731068e-01,4.725855665284186546e-01,0.000000000000000000e+00,1.116639836089565463e-01,7.237983085322770016e-01,1.406924719784246047e-01
7.251798561151079348e-01,4.214346712211784474e-01,8.477747405854410001e-01,7.673171617037142234e-01,0.000000000000000000e+00,1.306893019171666837e-01,5.525104378546195072e-01,2.811511060532838613e-01
7.841726618705036067e-01,8.783091374893253755e-01,9.405270560760065068e-01,1.019823026603921753e-02,0.000000000000000000e+00,9.805356358846772924e-02,6.584948078364201152e-01,4.058100924439178581e-01
5.338129496402876928e-01,8.035866780529462572e-01,9.352458798864149436e-01,1.592393442894202427e-01,0.000000000000000000e+00,6.585687106688130343e-02,7.270099561074830907e-01,3.733845698162033822e-01
7.280575539568345800e-01,6.306575576430401009e-01,8.222711711472625584e-01,5.025757990199399838e-01,0.000000000000000000e+00,6.658861407873553628e-02,5.589337330050315744e-01,1.012206338566106201e-01
8.000000000000000444e-01,6.573441502988898177e-01,8.206257795706058955e-01,3.453856149264490361e-01,0.000000000000000000e+00,1.350797599882921085e-01,5.129001177604111117e-01,2.961790886557438274e-01
7.597122302158274554e-01,6.648163962425277518e-01,9.046469042753643164e-01,4.736197124764021660e-01,0.000000000000000000e+00,4.921703497731596544e-01,6.649181029868322934e-01,5.151137231671005789e-01
2.992805755395683831e-01,1.940649017933390175e-01,7.215572835115842132e-01,7.476683886920278965e-01,0.000000000000000000e+00,1.204448997512073682e-01,3.565999357670484593e-01,4.813163515051366304e-02
7.884892086330936856e-01,6.690862510674637775e-01,8.842918181576921999e-01,9.336424740287173341e-02,0.000000000000000000e+00,9.585833455290501681e-02,4.219034364629054568e-01,2.027218731974994581e-01
1.654676258992806015e-01,3.178906917164815993e-01,7.515193333510257201e-01,5.118831125517914193e-01,0.000000000000000000e+00,7.010098053563587617e-02,1.125147200513863799e-01,4.572310474379159828e-02
2.906474820143884474e-01,9.530315969257044939e-01,9.469759295135480315e-01,6.699352572929265226e-02,0.000000000000000000e+00,4.877798917020341740e-01,4.208328872711700752e-01,6.702963505697849822e-01
