Unnamed: 0,artist name,track name,track id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
405,Lauv,Kids Are Born Stars,2pD74s7WAlBWUXjrTsKgdS,71,0.802,0.547,8,-7.034,1,0.0518,0.205,0.0,0.109,0.922,109.966,187026,4
463,SEVENTEEN,DON QUIXOTE,7BiEgR5r0yMmFoWC9kOTGf,71,0.733,0.837,1,-4.537,1,0.0992,0.0671,0.0,0.0939,0.606,76.453,172360,4
56,Jay Park,GANADARA (Feat. IU),5quFr5s5PXYfUX5jV2EBZ1,71,0.492,0.615,2,-6.663,1,0.244,0.196,0.0,0.0772,0.458,90.081,203728,4
523,88rising,Best Lover,0iWFz0Q5Qha9bx325ocFWq,70,0.74,0.663,7,-5.393,1,0.272,0.268,0.0,0.121,0.519,82.004,152911,4
510,Billlie,GingaMingaYo (the strange world),3jHg6QE70y2FTdnsxSrCbv,70,0.888,0.901,10,-4.023,0,0.079,0.0323,0.00955,0.357,0.65,121.997,215800,4
140,BTS,Euphoria,2r8F0VYPom2XP4cKAzWLLE,70,0.635,0.79,2,-4.897,1,0.0336,0.404,0.0,0.0919,0.577,104.936,228615,4
34,MeloMance,"Love, Maybe",2X45nVBeYzmDlrXji9Av0Q,70,0.402,0.731,8,-3.529,1,0.0693,0.508,0.0,0.146,0.631,171.594,185000,4
192,BTS,Moon,7xuswKr3R30Cm46LbkOsno,70,0.704,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.219,0.64,141.87,208201,4
176,Wonstein,Your Existence,2tmX4T7ODY34NwvQ3DD3MC,70,0.418,0.603,7,-9.379,1,0.204,0.536,2.52e-05,0.11,0.657,100.171,204229,4
662,SEVENTEEN,Shadow,2rwJP8OEao5y3xexw52HfD,69,0.686,0.84,10,-5.221,1,0.0694,0.119,0.0,0.107,0.704,152.122,212653,4
310,NCT DREAM,Never Goodbye,5EAfUqytXYbH0yUZR3QGli,69,0.786,0.572,11,-4.967,1,0.0399,0.282,0.0,0.0808,0.539,91.977,212800,4
172,BTS,Singularity,3WMLle4WsAKsZ9G1a5L8c9,69,0.785,0.259,1,-9.68,0,0.092,0.568,0.00412,0.111,0.206,104.018,196998,3
66,YENA,SMILEY(Feat. BIBI),4zCIxSnVWpGNghERX4uWZF,69,0.652,0.91,9,-3.444,1,0.134,0.0963,1.25e-05,0.093,0.82,155.967,173413,4
600,BTS,Stay,5YbEHfUUvXsUsg7qNYXUpP,69,0.583,0.69,6,-5.048,1,0.0464,0.114,0.0,0.124,0.35,125.904,206208,4
52,BTS,Filter,2ZXXwpomdj8xBYl352iyKH,69,0.779,0.762,10,-5.188,0,0.0631,0.0224,0.0,0.121,0.859,110.043,180221,4
294,NCT DREAM,To My First,7cjojsJwncbiCI0rqOOf9j,68,0.661,0.667,4,-3.875,0,0.0398,0.233,0.0,0.105,0.37,77.006,183293,4
40,Jimin,With you - Instrumental,7M30L99pePlQ3wh8IxVUsD,68,0.637,0.307,3,-9.624,1,0.029,0.461,0.962,0.108,0.0641,150.068,201487,3
164,IVE,ROYAL,0LMdtBOxbVgrYoA4n0Vwvv,68,0.796,0.85,1,-2.987,1,0.102,0.0905,3.39e-06,0.205,0.47,109.922,206227,4
85,fromis_9,DM,7B9W7Qsy5M2kyUNjQYIEG8,68,0.649,0.898,11,-3.291,0,0.11,0.0213,0.0,0.0576,0.663,122.028,204293,4
618,SEVENTEEN,March,5Av3flFGhQPu960OvjeNhm,68,0.662,0.933,11,-3.099,0,0.0614,0.012,0.0,0.0689,0.622,119.985,196187,4
288,VIVIZ,BOP BOP!,3FNuG1PjKcOu7tAqZKB4kZ,67,0.688,0.831,0,-2.857,1,0.0962,0.0697,0.0,0.13,0.707,126.118,219933,4
162,BTS,Friends,7b3Fx7XAPJDk7fYlti24ZH,67,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.649,79.979,199339,4
130,JO YURI,Love Shhh!,00vy9aiFjxMfnKniQAYzrC,67,0.724,0.921,9,-1.489,1,0.0786,0.0709,0.0,0.121,0.748,118.008,199067,4
106,fromis_9,Stay This Way,3pqgVtpnQbBAZoWT4AEm1B,66,0.682,0.855,11,-2.421,1,0.0553,0.0709,0.0,0.046,0.764,123.945,195653,4
627,TAEIL,Starlight,00Coyxt9mTec1acC52qtWa,66,0.643,0.735,2,-3.703,1,0.0302,0.0786,0.0,0.101,0.502,111.961,225817,4
32,BE'O,LOVE me,3oiMjDZ1bShIpFfOQf55IW,65,0.628,0.812,4,-2.669,1,0.0477,0.0689,0.0,0.34,0.683,147.872,173440,4
744,BIBI,"Very, Slowly",7GkHIsnziYgk6j1lx2TK6H,65,0.528,0.423,8,-7.381,1,0.0264,0.678,0.00148,0.167,0.249,135.917,214852,4
601,WJSN,AURA,4jP982FpZoDv729D0X8BiN,64,0.773,0.793,8,-2.971,0,0.14,0.193,0.0,0.0719,0.47,119.969,215027,4
75,NMIXX,O.O,1m2PksrrMpIev63uPxT1V0,64,0.39,0.767,11,-3.918,0,0.293,0.0354,4.26e-06,0.0601,0.285,200.263,172936,4
678,KIMSEJEONG,"Love, Maybe (Acoustic Ver.)",3V2fMXzPJLkIQyRgwOLgip,63,0.614,0.513,10,-5.442,1,0.0291,0.482,0.0,0.114,0.336,86.005,171680,4
12,(G)I-DLE,TOMBOY,6WYsZJDfUOftGVji74yYSU,63,0.756,0.871,1,-2.414,0,0.0935,0.00961,0.0,0.0918,0.644,124.04,174387,4
467,WINNER,I LOVE U,02Vb9vfZUmqAKNhQwFjPSZ,62,0.782,0.683,0,-3.31,1,0.0604,0.021,0.0,0.0576,0.885,105.024,176000,4
152,VIVIZ,Red Sun!,5mxK8CuKCqxW7HlBjBtmRS,62,0.555,0.814,5,-1.566,1,0.0585,0.448,0.0,0.308,0.517,115.95,253413,4
598,WINTER,ONCE AGAIN,5vsjD4VbQzkUUlvwFOhppn,62,0.663,0.502,8,-4.788,0,0.0472,0.597,0.0,0.0906,0.481,86.01,169893,4
8,BIG Naughty,Beyond Love (Feat. 10CM),0HsRZwZzHoZ5AM5W2ZYI5c,61,0.507,0.571,7,-6.909,1,0.0856,0.222,0.0,0.241,0.587,174.954,188707,4
680,TAEYEON,Weekend,0n1jo6k1GUzyrcXW2aS0iL,61,0.74,0.854,8,-2.209,1,0.0525,0.0783,0.000532,0.253,0.856,114.029,233413,4
180,KANGDANIEL,Upside Down,41KiFWhvIgjdVura4h93Zh,60,0.682,0.574,7,-4.986,0,0.0349,0.178,0.0,0.199,0.626,136.088,195893,4
156,Charlie Puth,Left and Right (feat. Jung Kook of BTS) - Instrumental,3QRJgF8HY4zEuboEy4Q1gd,60,0.899,0.464,2,-8.003,1,0.0667,0.504,0.9,0.0753,0.654,101.014,152117,4
72,BIG Naughty,"Romance Symphony (Feat. CHANGMO, Jay Park)",3bUD1FmJClHcD0U7rIN0TR,58,0.445,0.666,4,-6.266,1,0.288,0.183,0.0,0.192,0.534,88.042,240840,4
648,HEIZE,Distance (Feat. I.M of MONSTA X),2bfagt2SWQiC0IHhZgMSS7,58,0.599,0.52,0,-7.374,0,0.0824,0.248,0.0,0.158,0.646,173.93,191191,4
603,TAEYEON,Can't Control Myself,559f8rcNNZW07wz5Rfxnfh,58,0.626,0.681,4,-2.979,1,0.0377,0.0263,0.0,0.453,0.229,85.044,181600,4
274,Coogie,Alone (Feat. LeeHi),2SSbQoEqPHu6qAgi3pFobY,57,0.764,0.647,8,-4.733,1,0.0563,0.68,0.0,0.275,0.819,119.973,179000,4
614,PSY,Celeb,3F7ONltjlWoXuvpzK01YSK,57,0.832,0.682,1,-3.828,1,0.046,0.00905,0.0,0.103,0.94,127.948,199766,4
296,BOL4,Seoul,4b9LMCUaw55QajVRfrfPyS,56,0.655,0.578,5,-3.797,1,0.0384,0.378,0.0,0.109,0.644,95.978,204760,4
504,HEIZE,Undo,6z1pJ3KUmQagUpMVqL62sa,56,0.784,0.676,1,-4.836,0,0.0497,0.201,1.06e-06,0.0903,0.734,116.103,168739,4
98,Joosiq,Baby I Need You,7F7s8Hh6h1PgGUyVzpRfDs,56,0.73,0.558,4,-4.403,1,0.0418,0.354,0.0,0.165,0.744,100.044,215400,4
529,10cm,For Love,7FVkGnEexHtiavZSDL4wZT,56,0.472,0.517,9,-5.267,1,0.0283,0.191,0.0,0.127,0.252,92.109,213020,4
608,fromis_9,Rewind,2rkF5QMAi4PcG5gdWeTXQs,55,0.699,0.729,2,-3.994,0,0.0475,0.0294,0.0,0.352,0.608,120.932,213467,4
654,fromis_9,Blind Letter,0m9rYzS9NLLN9ioiJA0pT1,55,0.52,0.685,4,-4.4,1,0.157,0.425,0.0,0.0761,0.49,155.352,160360,4
304,KANGDANIEL,Parade,2lsXJ7F3QYJrQ9cQ9Icx1n,55,0.654,0.588,6,-4.406,1,0.0317,0.277,0.0,0.266,0.342,130.078,182800,4
50,KyoungSeo,Dear my X,0UnOf7i44YK0ULpkEGHe4R,54,0.701,0.553,3,-3.393,1,0.0287,0.528,0.0,0.147,0.515,94.023,187733,4
123,BOL4,Love story,6uEWYpv8HNAdbwHlqemG1F,54,0.865,0.822,4,-3.261,1,0.0548,0.432,0.0,0.0989,0.634,114.058,197333,4
650,fromis_9,Cheese,1Tvb3rwkROjE3lz7WX1pRs,54,0.791,0.701,11,-3.438,1,0.176,0.181,0.0,0.341,0.895,116.877,181253,4
525,Coogie,Good Night (Feat. BE'O),7uzmxEjFEAiadiCCXa0bhi,54,0.695,0.473,11,-7.055,1,0.274,0.251,0.0,0.148,0.665,80.017,190813,4
660,fromis_9,Up And,2HVPvpRzWsC61u2wpqcBPw,54,0.803,0.88,6,-2.486,0,0.125,0.0688,0.0,0.115,0.79,125.026,192373,4
89,BIG Naughty,Vancouver,4p4yxplNCSmt9xfaAMpcd5,53,0.622,0.604,6,-6.731,1,0.145,0.419,0.0,0.122,0.698,89.483,216280,4
736,OH MY GIRL,Real Love,6XQ79k5r81pcYZSutBED2t,53,0.629,0.792,7,-3.223,1,0.111,0.196,0.0,0.281,0.615,109.845,201320,4
93,(G)I-DLE,MY BAG,5MkmB9khBQE8R70ZqN2MP9,53,0.743,0.823,8,-3.929,0,0.256,0.0865,6.9e-05,0.154,0.768,188.134,160520,4
473,KANGDANIEL,Don't Tell (feat. Jessi),4Pi149VbaX7PjbvyiiEtwx,52,0.691,0.831,1,-3.92,0,0.055,0.0514,0.0,0.113,0.609,96.006,183987,4
198,Paul Blanco,Summer (Feat. BE’O),26Iv7VGUF1lqU10rxQXFL8,52,0.701,0.732,4,-4.773,0,0.126,0.208,0.0,0.158,0.739,158.075,199867,4
